X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010
0.005785953,0.00568445,0.005562147,0.005609743,0.005597217,0.005574571,0.005582877,0.005536079,0.005552261,0.005565871,0.005575357,0.005450917,0.005254715,0.005126337,0.004951242,0.004796447,0.004568583,0.004406184,0.004258342,0.00402323,0.003907391,0.00379111,0.003637396,0.003530456,0.003333961,0.003227914,0.003115907,0.003034565,0.002959365,0.002889507,0.002831159,0.002797117,0.002748985,0.002698408,0.002622204,0.002551349,0.00246484,0.002392863,0.002326833,0.00226157,0.002205515,0.002169012,0.002145776,0.002098657,0.002071011,0.002059025,0.002046117,0.002074354,0.002086813,0.002071127,0.002024486
0.006048286,0.005944327,0.005823677,0.005871645,0.005861634,0.005844274,0.00585254,0.005816305,0.005834289,0.005851077,0.005866157,0.005741805,0.005540635,0.005413596,0.005237475,0.005079772,0.004843902,0.004680572,0.004531357,0.004291418,0.004170329,0.004053764,0.003899999,0.003789013,0.003587288,0.003476406,0.003363192,0.00327918,0.003202423,0.003128134,0.003067937,0.003035012,0.002989065,0.002934089,0.002851787,0.002777564,0.002684573,0.002608379,0.002537058,0.002465326,0.00240603,0.002367609,0.002342134,0.002291845,0.002262436,0.002248646,0.002235049,0.002266323,0.002277357,0.002259907,0.002210227
0.006335899,0.006228358,0.006105251,0.006158804,0.006153846,0.006138932,0.006153073,0.006120158,0.00614471,0.006167666,0.006185367,0.006063002,0.005854993,0.005733496,0.005552514,0.005393782,0.005148078,0.00497772,0.004831953,0.004579656,0.004461351,0.0043427,0.004182945,0.004076452,0.003863492,0.003753215,0.003634477,0.003549839,0.003467076,0.00338802,0.003326716,0.003295751,0.003247364,0.003191417,0.003105752,0.003025186,0.002925101,0.002842666,0.002764689,0.002689302,0.002625364,0.002583892,0.002556409,0.002502149,0.002471444,0.00245753,0.002443184,0.002474833,0.002486396,0.002467747,0.002413379
0.006653587,0.006543856,0.006417185,0.00647731,0.006472186,0.006462734,0.006485621,0.006457152,0.006486068,0.006509896,0.006538154,0.006414446,0.006205937,0.006078984,0.005897216,0.005733673,0.005479844,0.00530968,0.005156568,0.004896431,0.004773695,0.004653824,0.004493793,0.004389849,0.004166251,0.004050855,0.003928599,0.003842577,0.003758988,0.003673644,0.003611055,0.003579949,0.003529869,0.003473732,0.003380007,0.003295991,0.003188197,0.003101288,0.003016658,0.002931847,0.002864168,0.002820439,0.002791844,0.002733654,0.002700936,0.002685556,0.002670333,0.002703974,0.002716376,0.002695202,0.002638025
0.007004421,0.006895801,0.006766999,0.0068266,0.006828159,0.006824831,0.006854561,0.006822965,0.006863083,0.006890638,0.006929336,0.0068017,0.006584119,0.006463019,0.006273865,0.006109485,0.005843343,0.005666461,0.005513555,0.0052426,0.005119273,0.004995608,0.00483675,0.00472961,0.004496193,0.004380294,0.00425195,0.004163001,0.004074282,0.003984462,0.003919286,0.003891148,0.003837103,0.003778867,0.003680396,0.003591013,0.003475622,0.003381339,0.003289466,0.003199887,0.003125007,0.003080133,0.003049308,0.002987972,0.00295351,0.002935869,0.0029201,0.002957337,0.002968566,0.002946512,0.002883427
0.007385567,0.007281833,0.007148462,0.007214142,0.007221253,0.00721999,0.007257687,0.007232299,0.007276711,0.00730984,0.007351979,0.007224684,0.007005095,0.006881358,0.006686164,0.006519129,0.006239663,0.00605658,0.00590602,0.00562269,0.005495581,0.00537129,0.005204016,0.005099859,0.0048579,0.004738954,0.004605248,0.004510792,0.004418705,0.004323223,0.004254037,0.004227697,0.004172611,0.004113162,0.004007726,0.00391078,0.003788526,0.003686971,0.003587242,0.003489964,0.003410445,0.003361367,0.0033318,0.003266161,0.003228986,0.003211378,0.003192419,0.003232048,0.003245164,0.003219979,0.003153983
0.007811636,0.007705325,0.007564965,0.007639579,0.007653313,0.007658669,0.007700435,0.007683004,0.007730647,0.007768164,0.007821506,0.007692226,0.007459133,0.007335088,0.007134732,0.006961603,0.006671227,0.006485949,0.006329408,0.006035347,0.005908044,0.005779056,0.005610008,0.005508412,0.005251989,0.005127736,0.004989631,0.004890288,0.004795725,0.004692614,0.004621632,0.004595712,0.004538033,0.004474124,0.004362527,0.004261676,0.004130248,0.004022187,0.003914595,0.003808838,0.003724155,0.003671234,0.003640026,0.003569072,0.003530259,0.003511993,0.003492107,0.003535519,0.003548914,0.003521403,0.003449893
0.008281391,0.008169829,0.008026124,0.008112972,0.008129986,0.008137173,0.008187544,0.00817456,0.008233139,0.008274718,0.00833338,0.008204515,0.007960257,0.007834929,0.00762612,0.007447525,0.007142187,0.006952632,0.006794067,0.00648036,0.006350677,0.006225475,0.006049604,0.005948004,0.005681866,0.005551366,0.005410312,0.005306833,0.005202804,0.005092661,0.005018111,0.004995193,0.004936657,0.004869681,0.004751543,0.004644667,0.00450468,0.004384861,0.004270381,0.004156289,0.004066018,0.004011267,0.003976699,0.003901774,0.003860621,0.003842996,0.003821384,0.003867509,0.003880448,0.00385051,0.003774001
0.008791917,0.008686462,0.008536333,0.008627367,0.008650407,0.008667274,0.008727024,0.008711611,0.008783456,0.008825993,0.0088962,0.008762169,0.008508959,0.008380113,0.008161374,0.007979135,0.007658815,0.007461164,0.007298485,0.00697324,0.006841768,0.006708961,0.006530446,0.00643161,0.006147844,0.006016673,0.005864592,0.005758482,0.005649254,0.005532151,0.005454532,0.005429085,0.005368633,0.005300281,0.005176951,0.005063617,0.004909601,0.00478479,0.004660966,0.004536459,0.004438206,0.004378977,0.004345725,0.004265013,0.004223221,0.0042036,0.004181715,0.004230367,0.004243473,0.004211937,0.004129787
0.009362275,0.009252849,0.009095539,0.009199742,0.00922594,0.009248927,0.00931362,0.009308257,0.009386522,0.009438189,0.00950587,0.009379418,0.009105843,0.008976502,0.008745154,0.008557996,0.008218536,0.008018193,0.007852326,0.007503017,0.007369261,0.007234277,0.007050868,0.006955428,0.006655054,0.006518642,0.006362399,0.006250809,0.006137579,0.006009847,0.005925608,0.005902035,0.005841058,0.005770019,0.005636076,0.005517688,0.005355373,0.005217015,0.005084741,0.004950466,0.004845134,0.004784494,0.004747221,0.00466275,0.004621235,0.00460143,0.004574374,0.004629541,0.00464259,0.004607968,0.004520655
0.009980915,0.009870877,0.009713695,0.009825156,0.009856852,0.00988858,0.009959991,0.009959691,0.010044656,0.010098527,0.010178132,0.010046254,0.009759468,0.00962465,0.009383505,0.009189124,0.008828164,0.008621595,0.008452955,0.008084508,0.007946046,0.007808121,0.007620559,0.007521968,0.007209441,0.007068235,0.006901698,0.006788925,0.006665882,0.006528241,0.006441562,0.006420119,0.006351423,0.006279194,0.00613988,0.006010755,0.005838061,0.005691887,0.005548881,0.005405389,0.005290833,0.005224571,0.005189301,0.005100601,0.005054117,0.0050352,0.005007118,0.00506467,0.005079537,0.005041438,0.004947296
0.010668739,0.010553974,0.010387555,0.01051442,0.010551219,0.010587396,0.010667641,0.0106736,0.010765587,0.010827646,0.010912067,0.010772047,0.010470955,0.010327002,0.010076974,0.009873268,0.009493076,0.009278646,0.009108839,0.008715231,0.008572784,0.008434507,0.008241961,0.008145913,0.007813755,0.007664076,0.007490671,0.007373391,0.007242051,0.007093912,0.007001776,0.006979067,0.006910087,0.006832808,0.006685723,0.006551111,0.006365317,0.006208991,0.006054507,0.005899761,0.005776927,0.00570888,0.005668768,0.005576675,0.005530027,0.00550929,0.005478733,0.005541417,0.005558263,0.00551842,0.005414717
0.011416043,0.011305786,0.011131444,0.011265035,0.011314732,0.011354856,0.011445159,0.011452567,0.011558095,0.01162182,0.011710769,0.011567784,0.011243757,0.011095851,0.010828033,0.01062219,0.010214324,0.009995368,0.00981758,0.009404171,0.009257656,0.00911455,0.00890935,0.008815422,0.008463906,0.00831793,0.008129626,0.008005486,0.007864901,0.007709745,0.007613335,0.007590455,0.007517192,0.007438237,0.007282618,0.007139779,0.006942285,0.006773081,0.006604438,0.006437733,0.00630773,0.006233345,0.006195653,0.006098706,0.006050171,0.00602993,0.005996443,0.006065661,0.006080164,0.00603661,0.005929176
0.012242634,0.012130681,0.011943771,0.012093118,0.012152229,0.012197498,0.012297569,0.01230656,0.012420464,0.012491507,0.012583479,0.012437144,0.012083054,0.011928687,0.011648746,0.011432652,0.011004021,0.010773204,0.010590962,0.010149399,0.009994811,0.00985193,0.009644279,0.009549851,0.00917725,0.009021472,0.008825438,0.008696471,0.008546772,0.008381797,0.008278014,0.008253883,0.008177077,0.00809631,0.007931236,0.00778312,0.007570619,0.007389791,0.007207361,0.007025777,0.006884814,0.006811843,0.006772115,0.006668621,0.006617058,0.006598514,0.006564445,0.006637758,0.006653577,0.006606554,0.006491043
0.013146816,0.01302947,0.01283645,0.012998488,0.013062766,0.013115069,0.013226149,0.013235844,0.013357681,0.01343621,0.013529902,0.01337799,0.012999066,0.012837205,0.012542923,0.012310635,0.011853003,0.011618697,0.011430936,0.010957748,0.010798751,0.010652012,0.010436021,0.010346802,0.009949198,0.009787475,0.009584522,0.009444035,0.009287911,0.009111479,0.008999625,0.008973785,0.008894575,0.008812563,0.008640886,0.008482424,0.00825348,0.008061557,0.007862712,0.007669925,0.007518196,0.007439949,0.007403076,0.007291502,0.007241474,0.007220927,0.00718457,0.007264777,0.00728175,0.007232367,0.007106643
0.014131903,0.014020849,0.013810942,0.013995108,0.014066377,0.014121071,0.014238019,0.014248838,0.014384745,0.01446285,0.01456376,0.014403793,0.01399668,0.013819723,0.013510067,0.013271761,0.012785502,0.012534194,0.012338386,0.011837077,0.01167203,0.011519671,0.011295971,0.011206211,0.010787567,0.010621902,0.010405764,0.010264443,0.010095166,0.009900847,0.009782159,0.009756053,0.009676443,0.009592474,0.009409898,0.009243945,0.009000327,0.008791588,0.008580281,0.008370191,0.00820786,0.008128169,0.008090907,0.007972673,0.007923253,0.007905442,0.007865807,0.007948922,0.007967047,0.007915151,0.007782543
0.015219132,0.015095708,0.014879706,0.01507863,0.015159596,0.015224256,0.015348893,0.015360781,0.015505044,0.015588414,0.015687525,0.015517185,0.015071487,0.014888386,0.014555351,0.014310102,0.013793059,0.013531825,0.013333416,0.012794452,0.01262293,0.012463442,0.012229867,0.012146111,0.011698405,0.011528383,0.011300506,0.011147196,0.01097055,0.010766066,0.010635303,0.01061235,0.010526856,0.010441323,0.010248707,0.010074785,0.009814439,0.009590498,0.009364551,0.009136668,0.008961166,0.008876831,0.008839673,0.00872125,0.008667912,0.008652228,0.008608063,0.008699784,0.008720529,0.008662805,0.008520044
0.016403046,0.016283431,0.016048964,0.016268722,0.016358776,0.016423053,0.016556065,0.016569879,0.016722386,0.016804373,0.016907572,0.016722231,0.016246513,0.016046633,0.015698193,0.015437472,0.014881694,0.0146153,0.014403504,0.013825845,0.013652532,0.013492256,0.013247226,0.013162613,0.012690039,0.012514069,0.01227314,0.012114397,0.011918571,0.011699829,0.011565216,0.011537271,0.011451447,0.011360417,0.011161045,0.010977941,0.010699667,0.010462415,0.010218972,0.009970722,0.00978563,0.009697826,0.009661123,0.009535652,0.009485114,0.009470462,0.009423968,0.009524108,0.009544076,0.00948192,0.009328171
0.017697408,0.017571923,0.017327226,0.017566069,0.017663931,0.017734578,0.017873297,0.017881256,0.01804324,0.018135828,0.018235908,0.01803334,0.017514101,0.017306529,0.016930698,0.016662077,0.016071225,0.01578502,0.015571037,0.014949495,0.014768986,0.014601334,0.014345583,0.014265669,0.01376456,0.013582888,0.013326367,0.013161228,0.012957634,0.012722539,0.012574996,0.012546159,0.012452303,0.012368361,0.012155526,0.011964523,0.011668048,0.011411783,0.011148253,0.010884393,0.010683292,0.010592501,0.010557606,0.010428681,0.010377625,0.010363987,0.010314187,0.010422312,0.010444485,0.01037752,0.01021378
0.019110531,0.018984699,0.018725994,0.018988181,0.019090784,0.019158634,0.019312094,0.019318141,0.019488947,0.019578978,0.01968006,0.019457511,0.018890241,0.018668714,0.018266591,0.017984061,0.017357624,0.017061824,0.016837457,0.016169613,0.015977867,0.01580457,0.015544471,0.015465587,0.01492728,0.014737719,0.014470744,0.014296622,0.014078136,0.013827534,0.013670628,0.013637487,0.013544971,0.013457144,0.013235316,0.013036375,0.012721559,0.01244819,0.012162368,0.011879923,0.011667709,0.011567632,0.011539338,0.011403887,0.011351827,0.011343001,0.01128933,0.01140899,0.011429426,0.011357009,0.01118306
0.020657643,0.020525191,0.020247817,0.020532493,0.020643498,0.020720952,0.020872402,0.020878513,0.021050079,0.02114246,0.021244928,0.021004022,0.020382992,0.020137759,0.019714627,0.019419169,0.018749086,0.01844305,0.018204506,0.01748777,0.017289493,0.017114207,0.016839781,0.0167639,0.01619487,0.015996736,0.015716546,0.01553296,0.015301754,0.015032906,0.014867575,0.014828489,0.014733977,0.014647304,0.014415152,0.014205272,0.013868527,0.013580675,0.013271788,0.012963846,0.012737899,0.012637946,0.012609873,0.012467888,0.012420304,0.012416154,0.012357835,0.012485595,0.012507493,0.012429238,0.012247507
0.022340236,0.022211562,0.021914709,0.022219758,0.022335769,0.022419009,0.022574333,0.02257004,0.022753676,0.022847958,0.022941042,0.022672237,0.022002479,0.021736939,0.021288941,0.020978722,0.020263345,0.019939195,0.019691374,0.018920293,0.018713163,0.018534471,0.018242975,0.018174722,0.017569401,0.017366006,0.017071776,0.016875979,0.01663093,0.016339562,0.016163129,0.016124752,0.016027273,0.015938091,0.015695794,0.015480247,0.015119638,0.014810373,0.014479147,0.014147357,0.013905912,0.013799983,0.013782342,0.013634596,0.013587571,0.013589292,0.013529304,0.01366498,0.013684222,0.013603375,0.013406838
0.024187816,0.024038646,0.023730352,0.024059516,0.024183902,0.02426039,0.024423744,0.024414476,0.024601149,0.024694354,0.02478595,0.024489146,0.023749251,0.023463521,0.022985712,0.022657703,0.021899034,0.021555859,0.021304212,0.020474138,0.020252946,0.020068254,0.019765169,0.019703677,0.019059111,0.018847289,0.018536362,0.018334709,0.018072703,0.017762728,0.017571149,0.017531109,0.017425827,0.017344491,0.017093074,0.016861401,0.016482528,0.016153013,0.015798671,0.015441348,0.015179908,0.015071918,0.015058708,0.014905735,0.014864685,0.01486829,0.01480745,0.014950729,0.014977448,0.014889349,0.014680991
0.026194656,0.026047495,0.025699853,0.026068376,0.026201717,0.02627102,0.026438338,0.026410615,0.026607965,0.026698314,0.026778471,0.02644375,0.025644414,0.025335114,0.02482593,0.024482777,0.023674626,0.023315985,0.023044625,0.022149765,0.021924932,0.021735453,0.021417562,0.021354886,0.020669312,0.020455547,0.020125089,0.019916458,0.019637393,0.019305265,0.019096974,0.019057141,0.018952109,0.018874552,0.018607026,0.01837173,0.017968522,0.01761438,0.017234833,0.016847863,0.016573943,0.01646402,0.016454967,0.016298193,0.016263997,0.016274612,0.016203733,0.016363816,0.016385098,0.016292511,0.016071112
0.0283755,0.028217511,0.02785865,0.028256361,0.028390736,0.028460629,0.028630854,0.028585798,0.028791377,0.028869114,0.02894367,0.028574968,0.027693955,0.027360404,0.026822309,0.026463156,0.025589075,0.025219054,0.024938323,0.023972551,0.023732798,0.023540703,0.02320053,0.023148114,0.022419437,0.022203941,0.021853902,0.021637488,0.021333224,0.020985401,0.020762888,0.020716265,0.020607908,0.020531077,0.020258201,0.020018033,0.01958569,0.019212307,0.018798066,0.018386542,0.018087651,0.017977806,0.017978462,0.017816767,0.017791801,0.01780543,0.017733193,0.017905931,0.017930455,0.017830615,0.017597618
0.030761625,0.030600272,0.030212062,0.030631864,0.030771956,0.030833417,0.031004882,0.030947189,0.031155444,0.031225407,0.031284857,0.03086757,0.029913076,0.029547067,0.028969437,0.02859875,0.027667826,0.0272811,0.026980161,0.025940347,0.02569002,0.025490181,0.025143255,0.025093639,0.024316923,0.024098573,0.023729167,0.023499916,0.023184158,0.022806577,0.022571289,0.022515905,0.022409109,0.022340114,0.022057587,0.021806568,0.021347884,0.020944648,0.020506911,0.020063026,0.019745758,0.019629883,0.019643111,0.019480121,0.019459395,0.019487633,0.019407916,0.019594503,0.01961701,0.019509519,0.019262058
0.033354926,0.033183499,0.032762463,0.03322263,0.033368478,0.033423007,0.033586661,0.033510783,0.033717218,0.033771125,0.033820849,0.033359548,0.032302541,0.031910507,0.031300845,0.030909599,0.029920984,0.029506818,0.029195828,0.028080239,0.027805051,0.027609352,0.027240738,0.027201043,0.026380926,0.026148149,0.02576532,0.025524505,0.025185784,0.0247788,0.02453251,0.024471208,0.024363505,0.024302574,0.024011152,0.023749665,0.023268608,0.022838459,0.022366055,0.021889124,0.021547918,0.021436546,0.021456137,0.021295355,0.021283708,0.021321929,0.021239407,0.021435486,0.021463804,0.021346877,0.021083784
0.036179392,0.03599374,0.035544443,0.036042474,0.036189946,0.036223216,0.036392405,0.036285641,0.036486613,0.036536257,0.036567253,0.036044407,0.034891974,0.034459772,0.033816995,0.033407434,0.032354149,0.031924963,0.031592636,0.030387926,0.030100334,0.029902424,0.029513331,0.029484917,0.028608561,0.028374271,0.027973268,0.027727095,0.027359223,0.026926212,0.026656844,0.026593794,0.026490777,0.026436798,0.026133344,0.025868292,0.025357718,0.024904485,0.024392846,0.02387706,0.02351839,0.023402531,0.023441001,0.023275454,0.023276688,0.023325097,0.023238824,0.023451049,0.023479314,0.023355038,0.0230782
0.039247957,0.0390625,0.038578625,0.039105772,0.039250146,0.039279293,0.03942782,0.03928807,0.039495723,0.039524536,0.039546891,0.03894608,0.037695105,0.037219115,0.03653634,0.036110746,0.034980219,0.034534765,0.034186514,0.032879838,0.032582085,0.032379641,0.031968971,0.031954855,0.031024739,0.030785554,0.030369998,0.030104832,0.02972124,0.029256757,0.028970144,0.028902583,0.028795219,0.028755475,0.028444943,0.02817406,0.027630991,0.02714646,0.026599072,0.02604623,0.025664135,0.025552665,0.02560625,0.025441467,0.025453747,0.025517728,0.025427588,0.025656293,0.025679914,0.02555123,0.025261744
0.042582196,0.042382239,0.04185926,0.042436133,0.042577804,0.04258551,0.042730452,0.04256041,0.042754313,0.042772535,0.042755773,0.042088854,0.040716717,0.040200953,0.039476234,0.039030661,0.037827409,0.037352512,0.036987122,0.035581749,0.035270614,0.035067081,0.034638929,0.034631385,0.033643333,0.0334044,0.032959485,0.032695099,0.032280443,0.031789805,0.031480665,0.031410068,0.031306802,0.031274798,0.030955688,0.03067771,0.030104523,0.029592877,0.02900608,0.028412132,0.028009014,0.027897719,0.027963029,0.027802574,0.027834545,0.02791198,0.027817317,0.028066493,0.02808869,0.027949437,0.027643742
0.046222841,0.045999908,0.045441433,0.046059165,0.046189514,0.046172451,0.046306536,0.046095066,0.046280362,0.046264781,0.046230398,0.045479736,0.043980606,0.043421464,0.042659292,0.042184545,0.040898014,0.040406906,0.040022207,0.038504524,0.038167939,0.037969557,0.037516412,0.03752456,0.03646963,0.036231686,0.035777609,0.035497368,0.035061057,0.034535293,0.034201712,0.034124144,0.034020488,0.034009345,0.03368311,0.033405232,0.032797049,0.032259511,0.031630081,0.030990201,0.030557069,0.030450262,0.03053935,0.030382047,0.030434727,0.03053187,0.030428312,0.030694688,0.030718034,0.030571353,0.030253176
0.05016372,0.049930224,0.049325769,0.049989649,0.050115262,0.050074074,0.050178115,0.049912968,0.050090525,0.050054452,0.04999074,0.049145599,0.047503737,0.046895807,0.046081981,0.045586445,0.044220403,0.043711059,0.043302803,0.041666667,0.041313538,0.041110868,0.04063599,0.040656074,0.039544069,0.039304216,0.038829084,0.038535211,0.038074786,0.03751298,0.037153011,0.037066918,0.036970983,0.036979417,0.036651093,0.036367879,0.035730828,0.035157519,0.034483826,0.033793687,0.033334072,0.033231996,0.033346045,0.033194505,0.033269384,0.033391904,0.033283374,0.03357094,0.033595651,0.033439567,0.03310001
0.054443903,0.054199514,0.053558917,0.054251231,0.054381932,0.054299546,0.054384437,0.054070161,0.054226875,0.054150204,0.054039531,0.053101536,0.051295817,0.050640468,0.049780252,0.049264463,0.04780924,0.047272981,0.046840342,0.045079162,0.044710144,0.044505437,0.044006306,0.044047011,0.042863344,0.0426314,0.04212913,0.041827675,0.041342508,0.040738618,0.040359825,0.040263907,0.040173438,0.040203987,0.039873872,0.039595081,0.03891391,0.038310263,0.037586686,0.036853972,0.036363067,0.036264552,0.036415069,0.036268216,0.036363767,0.036514749,0.036400605,0.036712362,0.036731934,0.036565876,0.036209217
0.059104511,0.058834361,0.058135504,0.058882019,0.058992136,0.058864266,0.058939511,0.058552529,0.058690206,0.058568941,0.058426894,0.057357413,0.055408466,0.054676442,0.053773146,0.053235216,0.051694599,0.051131738,0.050677817,0.048774408,0.048377581,0.048176716,0.047652209,0.047719352,0.04645916,0.046230328,0.045707962,0.045404231,0.044878049,0.044248781,0.043833423,0.043734095,0.043648896,0.043701016,0.043369765,0.043090456,0.042378845,0.04174037,0.040967541,0.040176355,0.039657834,0.039572593,0.039753016,0.039618135,0.039743365,0.039924068,0.039806066,0.040133279,0.040152138,0.039982251,0.03960766
0.064161192,0.06386259,0.063104326,0.063911087,0.064000769,0.063833435,0.063854694,0.06338898,0.063512889,0.063362678,0.063147691,0.061957742,0.05981695,0.059037946,0.058080846,0.057531592,0.055879923,0.055291336,0.054806461,0.052760626,0.052335889,0.052145672,0.051600726,0.051679076,0.050344371,0.050127366,0.049587509,0.049270792,0.04871489,0.048041747,0.047606838,0.047495756,0.047422463,0.047496376,0.047173891,0.046894778,0.046145758,0.045463789,0.044641257,0.04380031,0.043250632,0.043169789,0.043392203,0.043264242,0.04343167,0.04364572,0.043519123,0.043873311,0.04389218,0.043708378,0.043320657
0.069618749,0.069296785,0.068511088,0.069350622,0.069417375,0.069190144,0.069180341,0.068632989,0.06871801,0.068521004,0.06825965,0.066931282,0.064583371,0.063742052,0.062720424,0.06214213,0.060392289,0.059780754,0.059265334,0.05706146,0.05661682,0.056431415,0.055857961,0.055964027,0.054557926,0.054334635,0.053784413,0.053460659,0.052872371,0.052154868,0.051680843,0.051564798,0.051505114,0.051619545,0.051293014,0.051023721,0.050236715,0.049520417,0.048640741,0.047735812,0.047160287,0.04709162,0.047351679,0.047244165,0.047451379,0.047702865,0.047574689,0.047953064,0.047967072,0.047772189,0.047375033
0.07556948,0.075224116,0.074346799,0.075252468,0.075299038,0.074997771,0.074933746,0.074303338,0.074347751,0.0740868,0.073771013,0.072282654,0.069719189,0.06879445,0.067731369,0.067123699,0.065257555,0.064625129,0.064083951,0.061703298,0.061244444,0.061065739,0.060453612,0.060605236,0.059103693,0.058895212,0.058325494,0.057992574,0.057375635,0.056609976,0.05610887,0.055982712,0.055934855,0.056079498,0.055764601,0.055509911,0.054690354,0.053930971,0.052991322,0.052019846,0.051402841,0.051357471,0.051669371,0.051584335,0.051841733,0.0521262,0.051990913,0.05240083,0.052411171,0.052206548,0.051792339
0.081991443,0.081621732,0.080669864,0.081642776,0.081643674,0.081284801,0.081156627,0.080415324,0.080424456,0.080085212,0.079711489,0.078043871,0.075257041,0.074240062,0.073134701,0.0724934,0.070517431,0.069848408,0.069285677,0.066726188,0.0662311,0.066055162,0.065432155,0.065603048,0.064020505,0.063836691,0.063239854,0.06290523,0.062241931,0.06143059,0.060890897,0.060761627,0.060729206,0.060928701,0.060618546,0.060385635,0.059512566,0.05872465,0.057711939,0.056676875,0.056033801,0.055995432,0.056360279,0.056313887,0.056617722,0.056958396,0.056812911,0.057253604,0.057257594,0.057044306,0.056615297
0.088963867,0.088529312,0.087525653,0.088559172,0.088518038,0.088071826,0.087902202,0.087044269,0.08699263,0.086581199,0.086089346,0.084241799,0.081202933,0.080114034,0.078944292,0.078281751,0.076178055,0.075485526,0.074889868,0.07212691,0.071606498,0.071452258,0.070797059,0.070996409,0.069317965,0.069153382,0.068552824,0.068215936,0.067523142,0.066661002,0.06607733,0.065931042,0.065918215,0.0661728,0.065873558,0.065657977,0.064763112,0.063918952,0.062850455,0.061733066,0.061053098,0.061051774,0.061473022,0.061460364,0.061827127,0.06221835,0.062070776,0.062545559,0.062543957,0.062315036,0.061872025
0.096485272,0.096039479,0.094966879,0.096032832,0.09595445,0.095417135,0.095171162,0.094162996,0.094057559,0.093563597,0.092976194,0.09092678,0.087616277,0.08642707,0.085190143,0.084525622,0.082285714,0.081561842,0.080934143,0.077947488,0.077396569,0.077270076,0.076577592,0.076830689,0.075064376,0.074925143,0.074295786,0.07395717,0.073216965,0.072308906,0.071691985,0.07153313,0.071540185,0.071845198,0.071584518,0.071394731,0.070452246,0.069574922,0.068422595,0.06723347,0.066523114,0.066537052,0.067042679,0.067053907,0.067494979,0.067947555,0.067791548,0.068297827,0.068294289,0.068060804,0.067601197
0.104634164,0.104164433,0.102977147,0.104120362,0.103984679,0.103356949,0.103007519,0.101854844,0.101671621,0.101069214,0.100403743,0.09810107,0.094494433,0.093211175,0.09190256,0.091237424,0.088849548,0.088109926,0.087433619,0.084233674,0.083652618,0.083546574,0.082817305,0.083116249,0.081250862,0.081137256,0.080497818,0.080152329,0.079379227,0.07840698,0.077771851,0.077597344,0.077618956,0.078004607,0.0777549,0.07759803,0.076622071,0.075699228,0.074467923,0.073208396,0.072452018,0.072510432,0.073090965,0.073140927,0.07365651,0.074186714,0.074031415,0.074573802,0.074555214,0.074309102,0.073841682
0.11345327,0.112908483,0.111650872,0.112841073,0.112686254,0.111901198,0.111455108,0.11014946,0.10988182,0.109173563,0.108402417,0.10583663,0.101900595,0.100511131,0.099153327,0.098451471,0.095924469,0.09515146,0.094455078,0.091009134,0.090392239,0.090298507,0.089539071,0.089907246,0.087934742,0.087854633,0.087198208,0.086875226,0.086041654,0.08502201,0.084325323,0.084143565,0.084209593,0.084660242,0.084447815,0.084312288,0.083307986,0.082348999,0.081047878,0.079692656,0.078891983,0.078977101,0.07965264,0.079766093,0.08037397,0.080974116,0.080819723,0.081386751,0.081370335,0.081112474,0.080638784
0.123040563,0.122440353,0.121101086,0.122370423,0.121547687,0.121199143,0.120643995,0.119152984,0.118807844,0.11798092,0.117076275,0.114261033,0.110015849,0.108461188,0.107069577,0.106318258,0.103669462,0.102870647,0.102117978,0.098413003,0.097765954,0.09771679,0.096932783,0.097324747,0.095263277,0.09521265,0.094545113,0.094220506,0.09336912,0.092270923,0.091547691,0.091340235,0.091440073,0.091967156,0.091784584,0.091703221,0.090658625,0.089649071,0.088262139,0.086815152,0.085991183,0.086121961,0.086894094,0.08706417,0.087755643,0.088436803,0.088282024,0.088893313,0.08885904,0.088592851,0.088119065
0.132942106,0.132226423,0.131364291,0.132702408,0.131205854,0.130784508,0.130633256,0.128958522,0.128527966,0.127593839,0.126540823,0.123424676,0.118861681,0.11719359,0.115722843,0.114959777,0.112151061,0.111337163,0.110522653,0.106572596,0.105866129,0.105849675,0.105049609,0.1054874,0.103321567,0.103300615,0.102635601,0.102320402,0.101417339,0.100259312,0.099466973,0.099243253,0.099387293,0.100013028,0.09986358,0.099836265,0.098738582,0.097700209,0.096216107,0.094674911,0.093824181,0.093991207,0.094866459,0.095100865,0.095893468,0.096666242,0.09650243,0.097160327,0.097109593,0.096829716,0.096349338
0.143670462,0.142894157,0.141914399,0.143293988,0.141715376,0.141201817,0.140988455,0.139673188,0.139115757,0.13802139,0.136887532,0.133495649,0.128503841,0.126752132,0.125195542,0.124425287,0.121423881,0.12058756,0.119751097,0.115501125,0.11478809,0.114795516,0.113936814,0.114451439,0.11217031,0.112192293,0.111530723,0.111217184,0.110269554,0.109043367,0.108201129,0.107959577,0.108138859,0.10885577,0.108751717,0.108778987,0.107632823,0.106554931,0.104983012,0.103352643,0.102437192,0.102664337,0.103653668,0.103955019,0.104852577,0.105724696,0.105553542,0.106263015,0.106204177,0.105908667,0.105421741
