X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010
0.002118492,0.002041926,0.001953979,0.001918631,0.001872445,0.001834199,0.001818712,0.001789219,0.001774114,0.001758112,0.001758556,0.001717891,0.001670688,0.001633502,0.001553838,0.00146981,0.001377666,0.001315475,0.001260997,0.001172919,0.001117028,0.001060599,0.000993343,0.000941986,0.000875633,0.000835653,0.000798479,0.00076647,0.000739586,0.000720218,0.000701539,0.000686484,0.000662889,0.000638935,0.000615549,0.000598868,0.000585337,0.000574242,0.00056047,0.000545375,0.000532069,0.000530519,0.000536085,0.000537846,0.000542294,0.000547782,0.000548528,0.000561366,0.000581449,0.000598441,0.000610294
0.002286578,0.00220624,0.002114791,0.002083908,0.002036266,0.001997404,0.001979421,0.001949134,0.001933274,0.001918448,0.00191535,0.001866828,0.001811822,0.001767695,0.001678963,0.001588998,0.00148617,0.00141634,0.001355968,0.001258722,0.001198741,0.001138702,0.001066625,0.00101179,0.000939037,0.000896871,0.000853965,0.000816592,0.000785619,0.000762019,0.000738514,0.000722685,0.000695348,0.000668433,0.000642145,0.000621183,0.000605241,0.000592777,0.000578611,0.000563644,0.000548766,0.00054586,0.000550935,0.000554011,0.000559771,0.000565682,0.000564928,0.000579534,0.00059927,0.000617487,0.000628046
0.002456196,0.002374223,0.00227865,0.002249312,0.002202919,0.002163117,0.002145585,0.002112578,0.0020968,0.002081543,0.002073101,0.002021625,0.001956117,0.001904679,0.001804815,0.001707687,0.001596376,0.001519135,0.001451457,0.001346599,0.001282248,0.001216444,0.001138734,0.001081251,0.001002887,0.000956822,0.000907711,0.000867425,0.000832519,0.000803824,0.000775961,0.000757701,0.000725816,0.000696225,0.000665904,0.000642227,0.000623092,0.000609274,0.000594743,0.000579385,0.000562791,0.000558611,0.0005645,0.000567064,0.000573187,0.000579395,0.000578974,0.000593372,0.000615073,0.000632965,0.000641746
0.002625058,0.002536981,0.002439562,0.002417818,0.00236953,0.002328463,0.0023111,0.002275618,0.002260936,0.002248858,0.002232888,0.002179324,0.002100855,0.002039586,0.001928151,0.00182638,0.001705168,0.001621058,0.001548303,0.001432531,0.00136416,0.001293974,0.001211569,0.001149204,0.001065923,0.001015469,0.000962354,0.000916098,0.000877213,0.000844851,0.000813055,0.000790663,0.000755851,0.000722854,0.000690962,0.000663427,0.000640599,0.000625758,0.000609845,0.000594123,0.000577192,0.000572525,0.000577285,0.00057962,0.000586354,0.000591871,0.000591665,0.000606688,0.000628361,0.000646231,0.000653582
0.002790537,0.00270196,0.00259808,0.0025802,0.002535944,0.002496524,0.002475865,0.00243738,0.002424215,0.002413849,0.002393487,0.002333609,0.002244894,0.002173835,0.002052647,0.001944015,0.00181303,0.001722748,0.001641689,0.001518951,0.001445358,0.001371095,0.001283772,0.001217544,0.001128498,0.001072883,0.001015274,0.000963872,0.00092333,0.000885823,0.000850277,0.000824183,0.000784683,0.00074999,0.000715843,0.000685827,0.00065923,0.00064297,0.000627066,0.00061102,0.000592604,0.000587709,0.000592159,0.000593378,0.000598894,0.000603948,0.000604044,0.000620622,0.000642039,0.000658847,0.000663009
0.002949261,0.002859654,0.00275502,0.002740085,0.002699122,0.002657812,0.002639824,0.002597732,0.002585684,0.002574599,0.002550598,0.002487781,0.00238653,0.002303597,0.002172958,0.00205983,0.001920978,0.001822665,0.001735915,0.001602823,0.001526495,0.001448779,0.001355011,0.001284787,0.00119096,0.001130869,0.001067946,0.001013685,0.000968266,0.000929224,0.000889729,0.000857461,0.000816205,0.000780512,0.000743424,0.000710138,0.000682261,0.000662374,0.00064609,0.00063006,0.000611298,0.000605067,0.000608356,0.000609281,0.000613737,0.000617539,0.000618187,0.000635337,0.00065738,0.000672842,0.000673702
0.003103746,0.003010041,0.002904101,0.00289837,0.002856314,0.002815301,0.002796424,0.00275356,0.002742275,0.002732844,0.002702332,0.002634783,0.002524073,0.002432042,0.002292469,0.002172989,0.002028539,0.001924091,0.001829732,0.00168875,0.001608474,0.001526034,0.001428077,0.001352337,0.001253472,0.001188336,0.001120795,0.001062991,0.001016478,0.000974045,0.000931487,0.000893995,0.000849958,0.000812633,0.000774457,0.000739512,0.000708404,0.000687394,0.000670753,0.000653174,0.000634374,0.000625806,0.00062894,0.000627604,0.000630733,0.000634542,0.000634987,0.000652941,0.000674584,0.000688491,0.000686754
0.00325005,0.00315917,0.003052582,0.003048813,0.003011671,0.0029697,0.002951993,0.002907677,0.002893736,0.002888581,0.002850453,0.002781037,0.002658499,0.002557793,0.00240979,0.002284692,0.002132776,0.002022188,0.001922222,0.001773612,0.001690253,0.001603758,0.001500296,0.001419545,0.001315877,0.001247112,0.001175959,0.001115357,0.001065576,0.001020675,0.00097599,0.000935435,0.00088843,0.000851016,0.000810992,0.000773748,0.000739789,0.000718036,0.000699099,0.000681051,0.000661684,0.000652118,0.000654085,0.000650353,0.00065342,0.00065479,0.000655245,0.00067433,0.000695791,0.000707061,0.000702482
0.003393945,0.003299476,0.003191981,0.003195053,0.003158923,0.003118507,0.003100786,0.003053799,0.003042897,0.003035636,0.00299502,0.002920017,0.002788206,0.002679325,0.002523517,0.002396168,0.002237408,0.002120974,0.002017586,0.001860992,0.001772735,0.001682966,0.001574552,0.001491106,0.001381162,0.001308974,0.001233937,0.001170008,0.001117735,0.001072667,0.001025268,0.000979634,0.000930631,0.00089318,0.000852882,0.000815059,0.000778714,0.000754281,0.000734519,0.00071514,0.000693989,0.000683955,0.000683892,0.000678848,0.000679497,0.00068077,0.000680988,0.00070032,0.000720828,0.000730742,0.000723288
0.003532234,0.003436955,0.003329556,0.003339146,0.003301726,0.003262319,0.003243531,0.003195815,0.003183506,0.0031798,0.003136153,0.003057652,0.002915347,0.002797959,0.0026378,0.00250632,0.002343983,0.002222256,0.002110955,0.00194861,0.001857523,0.001764831,0.001652123,0.001564663,0.001448769,0.001371836,0.001294942,0.001227442,0.001175461,0.001127956,0.001078611,0.00103012,0.000981491,0.000943606,0.000901581,0.000862124,0.000823821,0.000797222,0.00077592,0.000755546,0.000733968,0.000722214,0.000720597,0.00071328,0.000711442,0.000712414,0.00071142,0.00073072,0.000751585,0.000759383,0.000749275
0.003671241,0.003572582,0.003464116,0.003476688,0.003441775,0.003401437,0.003384456,0.003334777,0.00332292,0.003321504,0.003273808,0.003191236,0.003040322,0.002916189,0.00275462,0.002616821,0.002449024,0.002322619,0.002208954,0.002038658,0.001944701,0.001851271,0.001732307,0.00164152,0.001520108,0.001440686,0.001358746,0.001291433,0.001236244,0.001189094,0.001138576,0.001087895,0.001037689,0.001000421,0.000956242,0.000916415,0.00087499,0.000846665,0.000824437,0.000802331,0.000779484,0.000766226,0.000762922,0.000753729,0.000750618,0.000750071,0.00074982,0.000769151,0.000787855,0.000794878,0.000781377
0.003800906,0.003704667,0.003596714,0.003610841,0.003578238,0.003537206,0.003520481,0.003468032,0.003459045,0.003458515,0.003408454,0.003320736,0.003163648,0.003037888,0.002868078,0.00272972,0.002557093,0.002426543,0.002308498,0.002133311,0.002036801,0.001940318,0.001817069,0.001723197,0.001596782,0.001513439,0.001430623,0.001360393,0.001303932,0.001255335,0.001204815,0.001151097,0.001101654,0.001064553,0.001020579,0.000978521,0.000935109,0.000905205,0.000879896,0.00085667,0.000832989,0.000818483,0.000812514,0.00080123,0.000796088,0.000794072,0.000793281,0.000813421,0.000831054,0.000835895,0.000820384
0.003932659,0.00383548,0.0037256,0.003743167,0.00371102,0.003672452,0.003656406,0.003603353,0.003592893,0.003592023,0.003544798,0.003453433,0.003288911,0.003157783,0.002988023,0.002848223,0.002670617,0.002536438,0.002414437,0.002234867,0.002133771,0.002034535,0.001909207,0.001809677,0.001678454,0.001593856,0.001508794,0.001436033,0.001378832,0.001330806,0.001278373,0.001224239,0.001174811,0.001137092,0.001091305,0.001047929,0.001003489,0.000971846,0.000943558,0.000918408,0.000893286,0.00087675,0.000870795,0.000855195,0.000848969,0.000845811,0.000844465,0.000864062,0.000881263,0.000884952,0.000866046
0.004062345,0.003964124,0.003857334,0.003875888,0.003846107,0.003807734,0.00379099,0.003738296,0.003728907,0.003730399,0.003681131,0.003584229,0.003413803,0.00328279,0.003109427,0.002967434,0.002787029,0.002649124,0.002523759,0.002340535,0.002237922,0.002136465,0.002006938,0.001906174,0.001769716,0.001681889,0.001593099,0.001520402,0.001462952,0.001412358,0.001360059,0.00130706,0.00125709,0.001219516,0.00117253,0.001127153,0.001081103,0.00104576,0.001015684,0.000988806,0.000961431,0.00094346,0.000935572,0.000918246,0.00090877,0.000905437,0.00090381,0.000923938,0.000940311,0.000941095,0.000920894
0.004195365,0.004099391,0.003986916,0.00401151,0.003981695,0.003945568,0.003929368,0.003875308,0.00386805,0.003867489,0.003822576,0.003721875,0.003546906,0.003410897,0.00323955,0.003094671,0.002910552,0.002770924,0.002641914,0.002452761,0.002349243,0.002243383,0.002112844,0.002008729,0.001866818,0.001777866,0.001687674,0.001613651,0.001554582,0.001503777,0.00145219,0.001397068,0.001349867,0.001311852,0.001261081,0.001215959,0.001166091,0.001129313,0.001096897,0.001066722,0.001037343,0.001018523,0.001008045,0.000988218,0.000978184,0.000973747,0.000970436,0.000990253,0.00100674,0.001005162,0.000982925
0.004333749,0.004233773,0.004123236,0.004149432,0.004120285,0.004084019,0.004070612,0.004016081,0.004008671,0.004011307,0.003966772,0.003861075,0.0036835,0.003547521,0.003376687,0.003231153,0.003042619,0.002900368,0.002766639,0.002574395,0.00246765,0.002363365,0.002226931,0.002122562,0.001975216,0.001882568,0.00179085,0.001718034,0.001657911,0.001605436,0.001553213,0.001500228,0.001452564,0.001413847,0.001361785,0.001314323,0.001262694,0.001222195,0.001186763,0.001154114,0.001122569,0.00110186,0.001090664,0.001067639,0.001055083,0.001049935,0.001046383,0.00106688,0.001081311,0.001079236,0.001054204
0.00447528,0.004373635,0.004263281,0.004294427,0.004265662,0.004229922,0.00421686,0.004159979,0.004157048,0.004159927,0.004117991,0.004010649,0.003829106,0.003695215,0.003519559,0.00337519,0.003184478,0.003038898,0.002902522,0.002706268,0.002598999,0.002491188,0.002352036,0.00224531,0.002095588,0.001999292,0.001905866,0.001831927,0.001771064,0.001717584,0.001663367,0.001613343,0.001565827,0.001526637,0.00147293,0.001422308,0.001367865,0.001325713,0.001287954,0.001250578,0.00121779,0.00119504,0.00118209,0.001156407,0.001142021,0.001135487,0.001130894,0.001152517,0.001165773,0.001161985,0.001134672
0.004621489,0.004521516,0.004409142,0.004443493,0.004413964,0.004378496,0.00437089,0.004313291,0.004313291,0.004316447,0.00428188,0.004167588,0.003985629,0.00384902,0.003677663,0.00352904,0.003334417,0.003187761,0.00304805,0.002846875,0.002738231,0.002629702,0.002491353,0.002382676,0.00222561,0.002128751,0.002033868,0.001958617,0.001894478,0.001840318,0.001786893,0.001738739,0.001691977,0.001650948,0.001593913,0.001543188,0.001484966,0.001438376,0.001397223,0.001357299,0.001322616,0.001298717,0.001282428,0.001254402,0.001238873,0.001231782,0.001225486,0.001247597,0.001261238,0.001255318,0.001225411
0.004782544,0.004679238,0.004568114,0.004598857,0.004575654,0.004543655,0.00453235,0.004479084,0.00447956,0.004481431,0.004454187,0.004337464,0.004154223,0.004018287,0.0038464,0.00369897,0.003498249,0.003348734,0.00320784,0.00300424,0.002893127,0.002782836,0.002639303,0.00253229,0.002368168,0.002271345,0.002172959,0.00209676,0.00203391,0.001976419,0.00192424,0.001876748,0.001831582,0.001789165,0.001729093,0.001674817,0.001612236,0.001563625,0.001519409,0.001475713,0.001436714,0.001411009,0.001395165,0.001363147,0.001345467,0.001337311,0.001331546,0.001353689,0.001365815,0.001359241,0.001326152
0.004952096,0.004847639,0.004737588,0.004772679,0.004748938,0.004713792,0.004706467,0.004657322,0.004658941,0.004661235,0.004640195,0.004524344,0.004336789,0.004200506,0.004027833,0.003880396,0.003678905,0.003524381,0.003383977,0.003173417,0.003059136,0.002949369,0.00280575,0.002694307,0.002526468,0.002427467,0.002328693,0.00225205,0.002185795,0.002127104,0.002073778,0.002027486,0.001982836,0.001939793,0.001877179,0.001819686,0.001752701,0.00170156,0.001653271,0.001606097,0.001564662,0.001536219,0.001518592,0.001483321,0.001464781,0.001454534,0.001447534,0.001470867,0.001483556,0.001474327,0.001439358
0.005135726,0.005030053,0.004918433,0.004953056,0.004932147,0.004900716,0.004899853,0.004849008,0.004851376,0.004859185,0.004842124,0.004721535,0.004533016,0.004401538,0.004231232,0.004079398,0.00387186,0.003714024,0.003572251,0.003359714,0.00324435,0.003131112,0.002986588,0.002875816,0.002700993,0.002600317,0.002498954,0.002419745,0.002353253,0.002291094,0.002236495,0.002196195,0.002150138,0.002105135,0.002038518,0.001978323,0.001907239,0.001851797,0.001798819,0.001747142,0.00170366,0.001672839,0.001654116,0.001616185,0.001594661,0.001585128,0.001577314,0.001600135,0.001612009,0.001602209,0.001564525
0.005332725,0.00522728,0.005114057,0.005150588,0.005132382,0.00510801,0.005106528,0.005056255,0.005062528,0.005075549,0.005067739,0.004944054,0.004752941,0.004621362,0.004446529,0.004297578,0.004083317,0.003924323,0.003782901,0.003558937,0.003447778,0.003333128,0.003183641,0.003072704,0.002892885,0.002790405,0.00268404,0.002605677,0.002536734,0.002474215,0.00241855,0.002379574,0.002331958,0.002285337,0.00221546,0.002153255,0.002076424,0.002015111,0.001959294,0.001904162,0.001855778,0.001824544,0.001801749,0.001761767,0.00173938,0.001728429,0.001718278,0.001744023,0.001756094,0.001742976,0.001703333
0.005547309,0.005443949,0.005330552,0.005369134,0.005356073,0.00532886,0.005329938,0.005287106,0.005299561,0.005307197,0.005308671,0.005182636,0.00499086,0.004862042,0.004685673,0.004536582,0.004315012,0.004154507,0.004011936,0.003781423,0.003665277,0.003550936,0.003402051,0.003290222,0.003104236,0.002998894,0.002890253,0.002810456,0.002739569,0.002671731,0.002615789,0.002578811,0.002531934,0.002483416,0.002410516,0.002342729,0.002260766,0.002195911,0.00213381,0.002073455,0.00202309,0.001988663,0.001965308,0.001921773,0.001897545,0.001885803,0.001875513,0.001901354,0.001912918,0.001898894,0.001855898
